char,height,origin_path,path,width,x,y,isTrain,label
이,37,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/이/DSC04138_3.jpg,25,149,48,True,632
익,34,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/익/DSC04138_1.jpg,21,174,50,True,633
어,33,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/어/DSC04138_3.jpg,25,195,49,True,563
가,28,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/가/DSC04138_1.jpg,28,228,50,True,81
는,31,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/는/DSC04138_1.jpg,23,256,52,True,210
곳,33,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/곳/DSC04138_1.jpg,26,280,50,True,117
4,32,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/4/DSC04138_2.jpg,33,241,153,True,15
8,31,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/8/DSC04138_2.jpg,28,274,152,True,19
6,31,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/6/DSC04138_2.jpg,28,302,153,True,17
6,29,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/6/DSC04138_3.jpg,27,354,156,True,17
4,30,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/4/DSC04138_3.jpg,28,381,155,True,15
2,32,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/2/DSC04138_1.jpg,27,409,153,True,13
8,29,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04138.jpg,char_data/8/DSC04138_3.jpg,30,436,155,True,19
하,87,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/하/DSC04141_1.jpg,83,35,249,True,847
나,85,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/나/DSC04141_1.jpg,79,115,250,True,170
마,90,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/마/DSC04141_1.jpg,69,194,251,True,344
트,81,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/트/DSC04141_1.jpg,84,263,255,True,802
쌀,69,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/쌀/DSC04141_1.jpg,54,134,351,True,533
전,53,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/전/DSC04141_1.jpg,43,204,356,True,655
기,58,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/기/DSC04141_1.jpg,39,247,357,True,141
재,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/재/DSC04141_1.jpg,43,285,356,True,651
료,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/료/DSC04141_1.jpg,43,329,359,True,324
생,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/생/DSC04141_1.jpg,39,388,359,True,470
활,59,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/활/DSC04141_1.jpg,43,427,355,True,879
잡,53,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/잡/DSC04141_1.jpg,41,470,358,True,649
화,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04141.jpg,char_data/화/DSC04141_1.jpg,42,511,358,True,876
하,140,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/하/DSC04143_1.jpg,139,26,219,True,847
나,133,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/나/DSC04143_1.jpg,136,183,223,True,170
마,141,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/마/DSC04143_1.jpg,147,317,219,True,344
트,133,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/트/DSC04143_1.jpg,128,465,236,True,802
4,59,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/4/DSC04143_1.jpg,46,178,353,True,15
8,57,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/8/DSC04143_3.jpg,32,225,353,True,19
5,56,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/5/DSC04143_1.jpg,34,256,355,True,16
8,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/8/DSC04143_4.jpg,34,318,362,True,19
7,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/7/DSC04143_1.jpg,30,352,361,True,18
8,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/8/DSC04143_5.jpg,34,382,357,True,19
1,57,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04143.jpg,char_data/1/DSC04143_1.jpg,30,414,358,True,12
열,65,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04145.jpg,char_data/열/DSC04145_1.jpg,60,50,247,True,579
린,68,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04145.jpg,char_data/린/DSC04145_1.jpg,66,109,246,True,339
미,70,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04145.jpg,char_data/미/DSC04145_1.jpg,61,334,253,True,382
용,71,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04145.jpg,char_data/용/DSC04145_1.jpg,58,395,252,True,604
실,76,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04145.jpg,char_data/실/DSC04145_1.jpg,65,453,251,True,526
4,70,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/4/DSC04147_1.jpg,59,136,179,True,15
8,70,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/8/DSC04147_1.jpg,36,195,178,True,19
5,74,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/5/DSC04147_3.jpg,40,230,177,True,16
0,79,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/0/DSC04147_1.jpg,42,307,175,True,11
5,85,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/5/DSC04147_4.jpg,39,348,174,True,16
9,80,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/9/DSC04147_1.jpg,40,387,176,True,20
5,80,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/5/DSC04147_5.jpg,40,426,174,True,16
북,75,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/북/DSC04147_1.jpg,55,160,90,True,429
둔,76,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/둔/DSC04147_1.jpg,69,212,88,True,251
산,75,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/산/DSC04147_1.jpg,62,277,92,True,458
지,73,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/지/DSC04147_1.jpg,62,336,90,True,687
국,76,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04147.jpg,char_data/국/DSC04147_1.jpg,66,399,91,True,124
예,54,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/예/DSC04148_1.jpg,60,210,115,True,585
배,59,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/배/DSC04148_1.jpg,67,268,111,True,401
시,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/시/DSC04148_5.jpg,61,334,114,True,522
간,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/간/DSC04148_1.jpg,73,395,116,True,83
주,43,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/주/DSC04148_1.jpg,41,179,202,True,674
일,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/일/DSC04148_2.jpg,41,264,200,True,635
오,39,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/오/DSC04148_1.jpg,36,319,205,True,588
전,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/전/DSC04148_1.jpg,40,355,202,True,655
1,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/1/DSC04148_2.jpg,19,395,201,True,12
1,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/1/DSC04148_3.jpg,20,414,202,True,12
시,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/시/DSC04148_6.jpg,41,434,200,True,522
수,41,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/수/DSC04148_1.jpg,32,175,252,True,504
요,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/요/DSC04148_2.jpg,37,206,252,True,602
기,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/기/DSC04148_3.jpg,30,243,251,True,141
도,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/도/DSC04148_3.jpg,33,269,250,True,240
회,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/회/DSC04148_3.jpg,32,301,250,True,881
저,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/저/DSC04148_3.jpg,30,343,255,True,653
녁,41,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/녁/DSC04148_3.jpg,30,370,255,True,192
7,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/7/DSC04148_1.jpg,22,398,251,True,18
시,47,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/시/DSC04148_7.jpg,28,418,251,True,522
3,40,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/3/DSC04148_1.jpg,17,445,255,True,14
0,32,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/0/DSC04148_1.jpg,16,463,257,True,11
분,49,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/분/DSC04148_1.jpg,36,479,251,True,430
금,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/금/DSC04148_1.jpg,41,171,303,True,139
요,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/요/DSC04148_3.jpg,37,212,305,True,602
기,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/기/DSC04148_4.jpg,41,250,306,True,141
도,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/도/DSC04148_4.jpg,37,289,305,True,240
회,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/회/DSC04148_4.jpg,38,328,304,True,881
저,49,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/저/DSC04148_4.jpg,39,372,300,True,653
녁,47,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/녁/DSC04148_4.jpg,37,411,305,True,192
9,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/9/DSC04148_2.jpg,23,448,303,True,20
시,53,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/시/DSC04148_8.jpg,36,471,305,True,522
갯,52,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/갯/DSC04148_1.jpg,39,166,362,True,95
세,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/세/DSC04148_1.jpg,35,207,364,True,483
마,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/마/DSC04148_1.jpg,36,242,363,True,344
네,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/네/DSC04148_1.jpg,33,278,362,True,188
기,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/기/DSC04148_5.jpg,36,311,365,True,141
도,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/도/DSC04148_5.jpg,39,344,361,True,240
회,43,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/회/DSC04148_5.jpg,37,383,361,True,881
매,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/매/DSC04148_1.jpg,41,305,410,True,353
일,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/일/DSC04148_3.jpg,36,346,405,True,635
저,50,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/저/DSC04148_5.jpg,34,382,406,True,653
녁,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/녁/DSC04148_5.jpg,38,415,406,True,192
9,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/9/DSC04148_3.jpg,24,450,406,True,20
시,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04148.jpg,char_data/시/DSC04148_9.jpg,38,471,409,True,522
낮,69,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/낮/DSC04152_1.jpg,60,67,101,True,178
시,63,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/시/DSC04152_1.jpg,55,123,98,True,522
간,67,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/간/DSC04152_1.jpg,68,177,101,True,83
커,68,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/커/DSC04152_1.jpg,59,259,97,True,749
피,68,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/피/DSC04152_1.jpg,64,316,96,True,844
됩,62,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/됩/DSC04152_1.jpg,59,395,99,True,248
니,64,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/니/DSC04152_1.jpg,50,455,98,True,213
다,63,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04152.jpg,char_data/다/DSC04152_1.jpg,65,505,95,True,218
지,46,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/지/DSC04156_1.jpg,44,80,47,True,687
하,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/하/DSC04156_1.jpg,47,123,51,True,847
불,107,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/불/DSC04156_1.jpg,67,94,156,True,431
타,96,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/타/DSC04156_1.jpg,50,160,156,True,775
는,103,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/는/DSC04156_1.jpg,55,209,159,True,210
명,106,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/명/DSC04156_1.jpg,66,269,157,True,368
품,114,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/품/DSC04156_1.jpg,66,333,152,True,837
조,84,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/조/DSC04156_1.jpg,64,398,168,True,666
개,97,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/개/DSC04156_1.jpg,48,462,163,True,92
구,97,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/구/DSC04156_1.jpg,54,510,164,True,123
이,103,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04156.jpg,char_data/이/DSC04156_1.jpg,58,561,164,True,632
만,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/만/DSC04157_1.jpg,50,264,172,True,346
년,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/년/DSC04157_1.jpg,54,315,173,True,193
유,44,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/유/DSC04157_1.jpg,55,370,171,True,621
치,49,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/치/DSC04157_1.jpg,57,423,169,True,736
원,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/원/DSC04157_1.jpg,61,479,168,True,614
좋,40,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/좋/DSC04157_1.jpg,32,34,181,True,671
은,37,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/은/DSC04157_1.jpg,31,62,179,True,627
나,34,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/나/DSC04157_1.jpg,26,94,176,True,170
무,45,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/무/DSC04157_1.jpg,25,122,174,True,376
성,37,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/성/DSC04157_1.jpg,24,147,176,True,482
품,38,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/품/DSC04157_1.jpg,26,171,176,True,837
학,37,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/학/DSC04157_1.jpg,31,197,174,True,848
교,32,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04157.jpg,char_data/교/DSC04157_1.jpg,32,227,178,True,122
만,103,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/만/DSC04158_1.jpg,91,44,310,True,346
년,114,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/년/DSC04158_1.jpg,93,134,308,True,193
어,107,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/어/DSC04158_2.jpg,84,227,310,True,563
린,106,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/린/DSC04158_1.jpg,100,309,310,True,339
이,105,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/이/DSC04158_2.jpg,98,407,308,True,632
집,112,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/집/DSC04158_1.jpg,107,502,304,True,692
꿈,94,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/꿈/DSC04158_1.jpg,63,72,210,True,161
이,78,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/이/DSC04158_3.jpg,55,136,229,True,632
익,89,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/익/DSC04158_1.jpg,70,203,218,True,633
어,87,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/어/DSC04158_3.jpg,70,272,213,True,563
가,82,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/가/DSC04158_1.jpg,68,344,213,True,81
는,90,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/는/DSC04158_1.jpg,77,410,210,True,210
곳,86,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04158.jpg,char_data/곳/DSC04158_1.jpg,78,506,215,True,117
만,56,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/만/DSC04161_1.jpg,44,162,112,True,346
년,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/년/DSC04161_1.jpg,44,205,113,True,193
어,51,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/어/DSC04161_1.jpg,49,247,116,True,563
린,50,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/린/DSC04161_1.jpg,46,299,118,True,339
이,42,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/이/DSC04161_1.jpg,48,345,118,True,632
집,48,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04161.jpg,char_data/집/DSC04161_1.jpg,51,392,117,True,692
E,36,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/E/DSC04292_1.jpg,23,55,51,True,27
N,37,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/N/DSC04292_1.jpg,23,76,52,True,36
u,28,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/u/DSC04292_1.jpg,20,98,59,True,72
h,34,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/h/DSC04292_1.jpg,22,116,53,True,59
a,25,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/a/DSC04292_1.jpg,14,139,59,True,51
k,33,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/k/DSC04292_1.jpg,23,153,52,True,62
이,70,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/이/DSC04292_1.jpg,67,195,22,True,632
앤,72,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/앤/DSC04292_1.jpg,65,263,20,True,556
유,70,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/유/DSC04292_1.jpg,67,326,21,True,621
학,74,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/학/DSC04292_1.jpg,60,394,18,True,848
3,77,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/3/DSC04292_1.jpg,48,454,14,True,14
층,79,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04292.jpg,char_data/층/DSC04292_1.jpg,62,501,15,True,735
설,94,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/설/DSC04295_1.jpg,84,126,217,True,478
악,88,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/악/DSC04295_1.jpg,89,209,216,True,544
추,96,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/추/DSC04295_1.jpg,87,297,212,True,727
어,87,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/어/DSC04295_1.jpg,78,383,210,True,563
탕,95,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/탕/DSC04295_1.jpg,88,462,207,True,781
순,88,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/순/DSC04295_1.jpg,87,251,108,True,506
대,80,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/대/DSC04295_1.jpg,79,360,109,True,228
국,89,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04295.jpg,char_data/국/DSC04295_1.jpg,84,461,105,True,124
승,103,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/승/DSC04296_1.jpg,55,191,116,True,521
현,97,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/현/DSC04296_1.jpg,52,244,110,True,867
빌,94,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/빌/DSC04296_1.jpg,53,293,109,True,440
임,102,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/임/DSC04296_1.jpg,49,346,102,True,638
대,104,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/대/DSC04296_1.jpg,53,395,99,True,228
원,81,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/원/DSC04296_1.jpg,59,197,227,True,614
룸,75,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/룸/DSC04296_2.jpg,57,255,227,True,328
투,77,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/투/DSC04296_1.jpg,55,327,219,True,800
룸,75,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/룸/DSC04296_3.jpg,60,382,216,True,328
0,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/0/DSC04296_3.jpg,22,189,317,True,11
1,58,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/1/DSC04296_1.jpg,16,212,315,True,12
0,59,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/0/DSC04296_4.jpg,18,228,316,True,11
3,55,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/3/DSC04296_2.jpg,24,261,315,True,14
2,52,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/2/DSC04296_2.jpg,18,286,316,True,13
3,59,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/3/DSC04296_3.jpg,19,304,308,True,14
2,56,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/2/DSC04296_3.jpg,18,326,310,True,13
8,57,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/8/DSC04296_2.jpg,23,360,305,True,19
8,57,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/8/DSC04296_3.jpg,25,379,303,True,19
0,58,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/0/DSC04296_5.jpg,19,404,304,True,11
7,58,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04296.jpg,char_data/7/DSC04296_1.jpg,24,423,303,True,18
컴,159,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/컴/DSC04301_1.jpg,74,55,164,True,752
퓨,158,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/퓨/DSC04301_1.jpg,75,128,162,True,839
터,161,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/터/DSC04301_1.jpg,82,198,164,True,786
전,151,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/전/DSC04301_1.jpg,75,276,169,True,655
문,154,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/문/DSC04301_2.jpg,85,351,171,True,377
스,152,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/스/DSC04301_1.jpg,75,435,168,True,516
쿨,154,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/쿨/DSC04301_1.jpg,74,509,168,True,762
문,91,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/문/DSC04301_3.jpg,88,225,54,True,377
화,95,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/화/DSC04301_1.jpg,104,310,52,True,876
8,71,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/8/DSC04301_2.jpg,68,58,361,True,19
2,73,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/2/DSC04301_1.jpg,68,124,362,True,13
5,72,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/5/DSC04301_3.jpg,62,190,359,True,16
5,69,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/5/DSC04301_4.jpg,84,309,361,True,16
6,78,kaist_dataset/Korean/Digital_Camera/outdoor6/DSC04301.jpg,char_data/6/DSC04301_1.jpg,68,382,363,True,17
